证券代码,收盘价,RSI(14),网格状态,布林位置,操作建议,加码倍数,20日均振幅%,证券简称
159677,1.479,96.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.8,未知
588700,1.175,82.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.8,未知
159697,1.212,75.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
159205,1.619,77.89,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
159743,1.31,88.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
512720,1.293,91.28,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
159131,0.949,75.54,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
588910,1.422,95.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.79,未知
520940,1.064,55.92,正常震荡,中轨上方(看强),常规网格,1.0x,1.79,未知
589770,1.444,96.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.78,未知
513990,1.218,58.62,正常震荡,中轨上方(看强),常规网格,1.0x,1.78,未知
159572,1.595,96.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.78,未知
159908,3.086,76.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.78,未知
508082,4.377,58.65,正常震荡,中轨上方(看强),常规网格,1.0x,1.77,未知
515060,0.75,83.16,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
517800,1.121,83.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
159692,1.365,58.7,正常震荡,中轨上方(看强),常规网格,1.0x,1.77,未知
589880,1.432,94.2,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
516260,1.292,87.34,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
159896,1.207,83.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
512000,0.591,59.04,正常震荡,中轨上方(看强),常规网格,1.0x,1.77,未知
159945,1.22,73.45,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.77,未知
515750,1.95,96.3,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.76,未知
512580,1.324,82.27,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.76,未知
589080,1.434,96.48,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.76,未知
159636,0.678,61.34,正常震荡,中轨上方(看强),常规网格,1.0x,1.76,未知
560280,1.668,77.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
588130,1.21,80.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
501078,2.401,67.37,正常震荡,中轨上方(看强),常规网格,1.0x,1.75,未知
159108,1.09,93.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
159778,1.138,88.15,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
560550,1.088,80.56,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
512200,1.574,81.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.75,未知
520600,1.242,63.84,正常震荡,中轨上方(看强),常规网格,1.0x,1.74,未知
512570,1.24,58.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.74,未知
159958,2.009,78.3,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.74,未知
510020,4.076,84.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.74,未知
159210,1.018,63.04,正常震荡,中轨上方(看强),常规网格,1.0x,1.74,未知
588690,1.146,97.87,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.74,未知
561370,1.473,86.32,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.74,未知
159790,0.796,79.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.73,未知
515010,1.416,58.54,正常震荡,中轨上方(看强),常规网格,1.0x,1.73,未知
501081,2.876,80.56,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.73,未知
159323,1.28,61.66,正常震荡,中轨上方(看强),常规网格,1.0x,1.73,未知
508018,5.517,69.05,正常震荡,中轨上方(看强),常规网格,1.0x,1.73,未知
515920,1.205,86.57,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.73,未知
515850,1.527,59.22,正常震荡,中轨上方(看强),常规网格,1.0x,1.73,未知
589860,1.426,97.92,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.73,未知
589600,1.42,96.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.72,未知
159588,1.142,73.24,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.72,未知
159828,0.465,75.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.72,未知
159729,0.958,76.8,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.72,未知
516200,1.181,58.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.72,未知
501188,1.025,72.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.72,未知
159842,1.174,58.9,正常震荡,中轨上方(看强),常规网格,1.0x,1.72,未知
159531,1.486,92.18,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
561280,1.649,94.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
159613,1.039,92.19,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
512170,0.375,75.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
159898,0.585,72.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
501076,1.938,85.45,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
159886,1.061,78.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.71,未知
508066,5.677,48.36,正常震荡,中轨下方(看弱),常规网格,1.0x,1.71,未知
516070,0.642,80.56,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.7,未知
560060,1.058,81.34,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.7,未知
512880,1.237,58.56,正常震荡,中轨上方(看强),常规网格,1.0x,1.7,未知
508000,2.634,63.88,正常震荡,中轨上方(看强),常规网格,1.0x,1.7,未知
501079,3.174,82.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.7,未知
589890,1.424,97.41,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.7,未知
589990,1.468,97.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.7,未知
159804,1.595,89.1,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.69,未知
159237,1.059,62.42,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
159505,1.581,97.34,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.69,未知
560000,0.898,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.69,未知
508080,3.791,69.28,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
512900,1.222,58.72,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
513160,1.238,64.91,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
520720,0.915,62.02,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
560090,1.327,58.92,正常震荡,中轨上方(看强),常规网格,1.0x,1.69,未知
159573,1.596,93.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.69,未知
517990,0.965,71.87,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.69,未知
508087,11.363,33.53,正常震荡,中轨下方(看弱),常规网格,1.0x,1.68,未知
506002,1.574,92.89,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
515190,1.678,97.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
530280,1.258,79.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
159556,1.287,88.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
159895,1.297,84.8,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
159701,1.197,82.72,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.68,未知
562870,1.04,59.31,正常震荡,中轨上方(看强),常规网格,1.0x,1.68,未知
589050,1.262,93.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
516060,0.618,74.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
159841,1.121,59.09,正常震荡,中轨上方(看强),常规网格,1.0x,1.67,未知
562580,1.299,72.41,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
515120,0.671,75.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
508060,4.509,71.27,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
159964,2.165,79.5,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
159883,0.534,71.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
159150,1.543,68.38,正常震荡,中轨上方(看强),常规网格,1.0x,1.67,未知
159656,1.168,76.07,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
561760,1.16,81.2,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.67,未知
159239,1.004,62.02,正常震荡,中轨下方(看弱),常规网格,1.0x,1.67,未知
159500,1.183,97.42,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.66,未知
159523,1.288,79.46,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.66,未知
159262,1.093,62.57,正常震荡,中轨上方(看强),常规网格,1.0x,1.66,未知
501301,1.362,53.4,正常震荡,中轨下方(看弱),常规网格,1.0x,1.66,未知
159502,1.306,58.49,正常震荡,中轨下方(看弱),常规网格,1.0x,1.66,未知
516980,1.222,62.86,正常震荡,中轨上方(看强),常规网格,1.0x,1.66,未知
159639,1.086,82.84,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
159891,0.47,72.6,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
159861,1.21,85.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
159885,0.82,79.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
159290,1.096,98.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
508019,1.911,77.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.65,未知
513900,1.089,56.55,正常震荡,中轨上方(看强),常规网格,1.0x,1.65,未知
159280,0.961,59.51,正常震荡,中轨上方(看强),常规网格,1.0x,1.65,未知
513980,0.741,64.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.64,未知
159836,1.252,83.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
515210,1.489,89.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
517200,0.813,75.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
562990,1.089,81.38,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
520980,1.129,65.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.64,未知
520570,0.948,64.71,正常震荡,中轨上方(看强),常规网格,1.0x,1.64,未知
516330,1.493,79.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
515560,1.132,58.94,正常震荡,中轨上方(看强),常规网格,1.0x,1.64,未知
506000,1.091,93.29,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.64,未知
513770,0.541,61.36,正常震荡,中轨上方(看强),常规网格,1.0x,1.64,未知
512190,2.658,84.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.63,未知
501210,1.069,73.46,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.63,未知
560120,1.274,83.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.63,未知
520920,0.886,65.22,正常震荡,中轨上方(看强),常规网格,1.0x,1.63,未知
159377,1.212,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.62,未知
510200,1.32,57.14,正常震荡,中轨上方(看强),常规网格,1.0x,1.62,未知
159542,1.471,77.65,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.62,未知
159641,1.138,80.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.62,未知
159848,0.981,58.46,正常震荡,中轨上方(看强),常规网格,1.0x,1.62,未知
159821,1.245,74.32,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.62,未知
561190,1.094,81.69,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.62,未知
159797,0.82,71.76,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.61,未知
563300,1.453,92.49,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.61,未知
515580,1.342,89.76,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.61,未知
562910,0.932,92.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.61,未知
516080,0.707,75.9,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.61,未知
159792,0.884,60.51,正常震荡,中轨上方(看强),常规网格,1.0x,1.61,未知
513860,0.742,64.66,正常震荡,中轨上方(看强),常规网格,1.0x,1.6,未知
159121,0.951,61.74,正常震荡,中轨下方(看弱),常规网格,1.0x,1.6,未知
159240,1.288,77.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.6,未知
159847,0.439,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.6,未知
508085,3.727,61.67,正常震荡,中轨上方(看强),常规网格,1.0x,1.6,未知
159992,0.897,74.77,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.6,未知
501310,1.365,60.12,正常震荡,中轨上方(看强),常规网格,1.0x,1.6,未知
501073,1.656,55.21,正常震荡,中轨下方(看弱),常规网格,1.0x,1.6,未知
513580,0.757,65.85,正常震荡,中轨上方(看强),常规网格,1.0x,1.6,未知
560260,0.936,73.94,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.59,未知
563200,1.599,90.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.59,未知
159642,1.076,81.2,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.59,未知
516320,1.072,91.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.59,未知
159859,0.414,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.59,未知
517350,0.939,70.83,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.58,未知
520860,0.959,64.44,正常震荡,中轨上方(看强),常规网格,1.0x,1.58,未知
159858,0.712,77.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.58,未知
516960,1.023,76.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.58,未知
159120,0.946,64.89,正常震荡,中轨上方(看强),常规网格,1.0x,1.57,未知
513040,1.442,60.98,正常震荡,中轨上方(看强),常规网格,1.0x,1.57,未知
512970,1.553,72.34,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.57,未知
501064,2.769,74.28,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.57,未知
159623,1.049,79.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.57,未知
159287,1.141,90.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
516110,1.452,72.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
159835,0.698,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
560900,0.969,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
159587,1.375,80.92,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
510510,2.572,97.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
562520,1.432,94.38,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
560110,1.206,95.8,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.56,未知
159839,0.385,75.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.55,未知
508012,3.081,76.75,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.55,未知
512290,1.081,75.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.55,未知
159849,0.553,78.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.55,未知
501001,1.497,48.24,正常震荡,中轨下方(看弱),常规网格,1.0x,1.55,未知
159837,0.536,79.1,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.55,未知
159563,1.85,91.19,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.54,未知
159640,1.075,80.56,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.54,未知
510580,4.167,97.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.54,未知
159856,0.802,75.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.54,未知
159610,1.182,93.94,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.54,未知
159269,1.039,64.63,正常震荡,中轨上方(看强),常规网格,1.0x,1.54,未知
520670,0.981,63.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.54,未知
159873,0.628,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
159126,0.975,56.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.53,未知
506005,1.301,95.93,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
560950,1.411,86.03,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
512510,2.357,97.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
501075,2.546,76.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
560820,1.221,68.69,正常震荡,中轨上方(看强),常规网格,1.0x,1.53,未知
159723,1.091,67.14,正常震荡,中轨上方(看强),常规网格,1.0x,1.53,未知
512010,0.403,70.83,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
159628,1.44,91.62,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.53,未知
513020,1.154,66.26,正常震荡,中轨上方(看强),常规网格,1.0x,1.52,未知
508009,6.803,51.5,正常震荡,中轨上方(看强),常规网格,1.0x,1.52,未知
561550,1.358,87.5,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
159745,0.676,77.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
159820,1.376,96.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
510290,2.616,92.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
512500,4.513,97.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
159865,0.64,59.62,正常震荡,中轨上方(看强),常规网格,1.0x,1.52,未知
159966,0.61,86.15,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.52,未知
159680,1.639,96.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.51,未知
159922,3.24,96.87,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.51,未知
516500,0.682,79.31,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.51,未知
560990,1.162,82.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.51,未知
513320,1.337,59.59,正常震荡,中轨上方(看强),常规网格,1.0x,1.51,未知
560560,0.771,74.75,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.51,未知
159751,1.067,64.74,正常震荡,中轨上方(看强),常规网格,1.0x,1.51,未知
159288,1.059,88.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
563090,1.29,70.7,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
159106,1.065,94.62,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
515220,1.096,68.47,正常震荡,中轨上方(看强),常规网格,1.0x,1.5,未知
159678,1.5,92.02,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
513150,1.168,66.23,正常震荡,中轨上方(看强),常规网格,1.0x,1.5,未知
501030,0.598,78.57,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
159838,0.607,73.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
562300,0.773,77.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.5,未知
502010,1.413,56.73,正常震荡,中轨上方(看强),常规网格,1.0x,1.5,未知
520650,0.916,63.08,正常震荡,中轨上方(看强),常规网格,1.0x,1.5,未知
508021,4.598,68.87,正常震荡,中轨上方(看强),常规网格,1.0x,1.5,未知
159128,0.938,61.48,正常震荡,中轨上方(看强),常规网格,1.0x,1.49,未知
159350,1.519,67.18,正常震荡,中轨上方(看强),常规网格,1.0x,1.49,未知
506003,0.961,91.18,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
159337,1.813,95.88,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
501213,0.997,64.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.49,未知
513890,1.137,63.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.49,未知
506008,0.981,94.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
560500,1.278,86.99,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
159552,2.133,88.1,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
516610,0.52,71.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.49,未知
159550,1.102,75.86,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
159543,1.454,92.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
508033,6.279,59.19,正常震荡,中轨上方(看强),常规网格,1.0x,1.48,未知
513010,0.77,63.93,正常震荡,中轨上方(看强),常规网格,1.0x,1.48,未知
159536,1.498,90.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
159877,0.623,71.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
159688,1.08,62.37,正常震荡,中轨上方(看强),常规网格,1.0x,1.48,未知
561350,1.271,96.3,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
159295,1.049,85.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.48,未知
563750,1.11,97.83,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
560010,3.356,95.99,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
159982,2.106,96.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
513380,0.683,65.42,正常震荡,中轨上方(看强),常规网格,1.0x,1.47,未知
159101,0.956,62.79,正常震荡,中轨上方(看强),常规网格,1.0x,1.47,未知
159845,3.365,95.52,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
560100,1.332,96.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
510500,8.216,96.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
159203,1.371,73.53,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
512100,3.305,97.59,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.47,未知
501010,1.31,77.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.46,未知
501311,1.159,60.26,正常震荡,中轨上方(看强),常规网格,1.0x,1.46,未知
159902,4.606,92.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.46,未知
159931,2.02,56.1,正常震荡,中轨上方(看强),常规网格,1.0x,1.46,未知
159968,10.248,98.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.46,未知
159629,3.343,96.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.45,未知
516790,0.629,77.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.45,未知
515090,1.391,67.42,正常震荡,中轨上方(看强),常规网格,1.0x,1.45,未知
159125,0.921,62.2,正常震荡,中轨上方(看强),常规网格,1.0x,1.45,未知
508056,3.26,67.6,正常震荡,中轨上方(看强),常规网格,1.0x,1.45,未知
513220,1.294,61.83,正常震荡,中轨上方(看强),常规网格,1.0x,1.45,未知
561500,0.849,73.53,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.45,未知
159291,1.13,93.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.45,未知
501009,1.343,77.3,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
508031,3.872,67.23,正常震荡,中轨上方(看强),常规网格,1.0x,1.44,未知
159912,1.929,82.99,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
516300,3.371,94.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
510590,8.593,96.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
516760,0.685,62.26,正常震荡,中轨上方(看强),常规网格,1.0x,1.44,未知
517050,0.904,73.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
159867,0.65,59.62,正常震荡,中轨上方(看强),常规网格,1.0x,1.44,未知
516670,0.713,60.78,正常震荡,中轨上方(看强),常规网格,1.0x,1.44,未知
513180,0.755,64.71,正常震荡,中轨上方(看强),常规网格,1.0x,1.44,未知
501208,1.223,83.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.44,未知
517000,1.044,68.04,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
159555,1.715,88.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.43,未知
